"CHEBI"	"prefLabel"	"altLabel"
"CHEBI:5922"	"ingenol"	"(1aR,2S,5R,5aR,6S,8aS,9R,10aR)-5,5a,6-trihydroxy-4-(hydroxymethyl)-1,1,7,9-tetramethyl-1a,2,5,5a,6,9,10,10a-octahydro-1H-2,8a-methanocyclopenta[a]cyclopropa[e][10]annulen-11-one"
"CHEBI:69245"	"5-(3-hydroxypropyl)-2-(2-methoxy-4-hydroxyphenyl)benzofuran"	"4-[5-(3-hydroxypropyl)-1-benzofuran-2-yl]-3-methoxyphenol"
"CHEBI:69246"	"(-)-larreatricin"	"4,4'-[(2S,3R,4S,5S)-3,4-dimethyloxolane-2,5-diyl]diphenol"
"CHEBI:69247"	"meso-3,3'-didemethoxynectandrin B"	"4,4'-[(2R,3R,4S,5S)-3,4-dimethyloxolane-2,5-diyl]diphenol"
"CHEBI:69249"	"2-(2-hydroxy-4-methoxyphenyl)-5-(3-hydroxypropyl)benzofuran"	"2-[5-(3-hydroxypropyl)-1-benzofuran-2-yl]-5-methoxyphenol"
"CHEBI:69250"	"2-(2,4-dihydroxyphenyl)-5-(E)-propenylbenzofuran"	"4-{5-[(1E)-prop-1-en-1-yl]-1-benzofuran-2-yl}benzene-1,3-diol"
"CHEBI:69252"	"2-(4-hydroxyphenyl)-5-(E)-propenylbenzofuran"	"4-{5-[(1E)-prop-1-en-1-yl]-1-benzofuran-2-yl}phenol"
"CHEBI:69253"	"rataniaphenol III"	"3-methoxy-4-{5-[(1E)-prop-1-en-1-yl]-1-benzofuran-2-yl}phenol"
"CHEBI:69254"	"rataniaphenol I"	"5-methoxy-2-{5-[(1E)-prop-1-en-1-yl]-1-benzofuran-2-yl}phenol"
"CHEBI:76609"	"ACT-132577"	"N-[5-(4-bromophenyl)-6-{2-[(5-bromopyrimidin-2-yl)oxy]ethoxy}pyrimidin-4-yl]sulfuric diamide"
"CHEBI:34167"	"16-alpha,17-Epoxypregn-4-ene-3,20-dione"	"16-alpha,17-Epoxypregn-4-ene-3,20-dione"
"CHEBI:36729"	"(20R)-20-hydroxypregn-4-en-3-one"	"(20R)-20-hydroxypregn-4-en-3-one"
"CHEBI:59206"	"(R)-carprofen"	"(2R)-2-(6-chloro-9H-carbazol-2-yl)propanoic acid"
"CHEBI:61250"	"brevetoxin A"	"2-{[(3aR,4aS,5aR,6aS,8Z,10aR,11aS,14aR,15aS,16aR,18R,20S,20aS,21aR,22aS,23aR,24Z,26aS,27aR,28S,29aS,30aR,32R,33aS)-20-hydroxy-22a,28,30a,32-tetramethyl-2-oxo-3,3a,4a,5,5a,6a,7,10,10a,11a,12,13,14,14a,15a,16,16a,18,19,20,20a,21a,22,22a,23a,26,26a,27a,28,29,29a,30a,31,32,33,33a-hexatriacontahydro-2H-furo[2''',3''':7'',8'']oxocino[2'',3'':5',6']pyrano[2',3':6,7]oxepino[3,2-b]pyrano[2'''',3'''':5''',6''']pyrano[2''',3''':5'',6'']pyrano[2'',3'':7',8']oxocino[2',3':7,8]oxocino[2,3-h]oxonin-18-yl]methyl}acrylaldehyde"
"CHEBI:17704"	"aspulvinone E"	"4-hydroxy-5-(4-hydroxybenzylidene)-3-(4-hydroxyphenyl)furan-2(5H)-one"
"CHEBI:17704"	"aspulvinone E"	"Aspulvinone E"
"CHEBI:38247"	"(R)-3-hydroxypalmitic acid"	"(3R)-3-hydroxyhexadecanoic acid"
"CHEBI:42416"	"formanilide"	"N-phenylformamide"
"CHEBI:46416"	"virginiamycin S1"	"N-[(6R,9S,10R,13S,15aS,22S,24aS)-22-benzyl-6-ethyl-10,23-dimethyl-5,8,12,15,17,21,24-heptaoxo-13-phenyldocosahydro-12H-pyrido[2,1-f]pyrrolo[2,1-l][1,4,7,10,13,16]oxapentaazacyclononadecin-9-yl]-3-hydroxypyridine-2-carboxamide"
"CHEBI:46416"	"virginiamycin S1"	"Virginiamycin S1"
"CHEBI:46416"	"virginiamycin S1"	"virginiamycin S1"
"CHEBI:63019"	"potassium sodium L-tartrate"	"potassium sodium (2R,3R)-2,3-dihydroxybutanedioate"
"CHEBI:6348"	"Lacinilene C 7-methyl ether"	"Lacinilene C 7-methyl ether"
"CHEBI:8087"	"N(2)-phenylacetylglutamine"	"N(2)-(phenylacetyl)glutamine"
"CHEBI:45825"	"tetrabutylammonium"	"N,N,N-tributylbutan-1-aminium"
"CHEBI:60067"	"2-phenylethyl isocyanate"	"(2-isocyanatoethyl)benzene"
"CHEBI:67928"	"kaempferol-3-O-beta-D-glucopyranosyl-7-O-beta-D-glucopyranoside"	"3-(beta-D-glucopyranosyloxy)-5-hydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-7-yl beta-D-glucopyranoside"
"CHEBI:69865"	"ajugamarin A2 chlorohydrin"	"(1R,4R,4aR,5S,7R,8S,8aR)-5-(acetyloxy)-4a-[(acetyloxy)methyl]-8-[(2S)-2-(acetyloxy)-2-(5-oxo-2,5-dihydrofuran-3-yl)ethyl]-4-(chloromethyl)-4-hydroxy-7,8-dimethyldecahydronaphthalen-1-yl (2E)-2-methylbut-2-enoate"
"CHEBI:251408"	"edrophonium"	"EDROPHONIUM"
"CHEBI:251408"	"edrophonium"	"Edrophonium"
"CHEBI:251408"	"edrophonium"	"N-ethyl-3-hydroxy-N,N-dimethylanilinium"
"CHEBI:251408"	"edrophonium"	"edrophonium"
"CHEBI:34443"	"4-t-Butylbenzoic acid"	"4-t-Butylbenzoic acid"
"CHEBI:4304"	"Sitafloxacin"	"Sitafloxacin"
"CHEBI:45718"	"3,3,3-tetramine"	"N,N'-bis(3-aminopropyl)propane-1,3-diamine"
"CHEBI:4582"	"dihydroresveratrol"	"5-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol"
"CHEBI:87346"	"acridine orange free base"	"N(3),N(3),N(6),N(6)-tetramethylacridine-3,6-diamine"
"CHEBI:10217"	"cedrol"	"(8R)-cedran-8-ol"
"CHEBI:10217"	"cedrol"	"Cedrol"
"CHEBI:29673"	"rifamycin SV"	"Rifamycin SV"
"CHEBI:29673"	"rifamycin SV"	"(2S,12Z,14E,16S,17S,18R,19R,20R,21S,22R,23S,24E)-5,6,9,17,19-pentahydroxy-23-methoxy-2,4,12,16,18,20,22-heptamethyl-1,11-dioxo-1,2-dihydro-2,7-(epoxypentadeca[1,11,13]trienoimino)naphtho[2,1-b]furan-21-yl acetate"
"CHEBI:3579"	"Chaparrolide"	"Chaparrolide"
"CHEBI:50729"	"mitoxantrone"	"Mitoxantrone"
"CHEBI:50729"	"mitoxantrone"	"1,4-dihydroxy-5,8-bis({2-[(2-hydroxyethyl)amino]ethyl}amino)anthracene-9,10-dione"
"CHEBI:60800"	"esketamine hydrochloride"	"(1S)-1-(2-chlorophenyl)-N-methyl-2-oxocyclohexanaminium chloride"
"CHEBI:60800"	"esketamine hydrochloride"	"(2S)-2-(2-chlorophenyl)-2-(methylamino)cyclohexanone hydrochloride"
"CHEBI:66331"	"xanthohumol"	"(2E)-1-[2,4-dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one"
"CHEBI:28362"	"2-heptyl-4-hydroxyquinoline N-oxide"	"2-heptyl-4-hydroxyquinoline N-oxide"
"CHEBI:28362"	"2-heptyl-4-hydroxyquinoline N-oxide"	"2-heptylquinolin-4-ol 1-oxide"
"CHEBI:49867"	"antimony(3+)"	"antimony(3+)"
"CHEBI:49867"	"antimony(3+)"	"antimony(3+) ion"
"CHEBI:49867"	"antimony(3+)"	"antimony(III) cation"
"CHEBI:71157"	"2,5-dihydroxybenzenesulfonic acid"	"2,5-dihydroxybenzenesulfonic acid"
"CHEBI:19688"	"2-methyladenosine"	"2-methyladenosine"
"CHEBI:27607"	"thymol"	"5-methyl-2-(propan-2-yl)phenol"
"CHEBI:27607"	"thymol"	"Thymol"
"CHEBI:30660"	"thyroxine"	"thyroxine"
"CHEBI:31551"	"eprazinone hydrochloride"	"1-(2-ethoxy-2-phenylethyl)-4-(2-methyl-3-oxo-3-phenylpropyl)piperazinediium dichloride"
"CHEBI:31551"	"eprazinone hydrochloride"	"3-[4-(2-ethoxy-2-phenylethyl)piperazin-1-yl]-2-methyl-1-phenylpropan-1-one dihydrochloride"
"CHEBI:3921"	"Cromakalim"	"Cromakalim"
"CHEBI:52218"	"pinacyanol iodide"	"1-ethyl-2-[3-(1-ethylquinolin-2(1H)-ylidene)prop-1-en-1-yl]quinolinium iodide"
"CHEBI:60210"	"precursor Z hydrate"	"(4aR,5aR,11aR,12aS)-8-amino-2,12,12-trihydroxy-4a,5a,6,9,11,11a,12,12a-octahydro[1,3,2]dioxaphosphinino[4',5':5,6]pyrano[3,2-g]pteridin-10(4H)-one 2-oxide"
"CHEBI:6125"	"Ketobemidone"	"Ketobemidone"
"CHEBI:16175"	"cholest-4-en-3-one"	"Cholest-4-en-3-one"
"CHEBI:16175"	"cholest-4-en-3-one"	"cholest-4-en-3-one"
"CHEBI:16238"	"FAD"	"FAD"
"CHEBI:16238"	"FAD"	"adenosine 5'-(3-{D-ribo-5-[7,8-dimethyl-2,4-dioxo-3,4-dihydrobenzo[g]pteridin-10(2H)-yl]-2,3,4-trihydroxypentyl} dihydrogen diphosphate)"
"CHEBI:17475"	"aminomalonic acid"	"Aminomalonic acid"
"CHEBI:17475"	"aminomalonic acid"	"aminopropanedioic acid"
"CHEBI:17728"	"S-methyl-L-methionine"	"S-Methyl-L-methionine"
"CHEBI:17728"	"S-methyl-L-methionine"	"S-methyl-L-methionine"
"CHEBI:17728"	"S-methyl-L-methionine"	"[(3S)-3-amino-3-carboxypropyl](dimethyl)sulfonium"
"CHEBI:50464"	"cis-vaccenic acid"	"(11Z)-octadec-11-enoic acid"
"CHEBI:59669"	"colistimethate A"	"{[(3S)-4-{[(3S,6S,9S,12S,15R,18S,21S)-3-[(1R)-1-hydroxyethyl]-12,15-bis(2-methylpropyl)-2,5,8,11,14,17,20-heptaoxo-6,9,18-tris{2-[(sulfomethyl)amino]ethyl}-1,4,7,10,13,16,19-heptaazacyclotricosan-21-yl]amino}-3-{[(2S,3R)-3-hydroxy-2-({(2S)-2-{[(6R)-6-methyloctanoyl]amino}-4-[(sulfomethyl)amino]butanoyl}amino)butanoyl]amino}-4-oxobutyl]amino}methanesulfonic acid"
"CHEBI:59909"	"dihydroergocornine"	"(10alphaH)-12'-hydroxy-3',6',18-trioxo-2',5'alpha-di(propan-2-yl)-9,10-dihydroergotaman"
"CHEBI:64020"	"(R,S,S,S)-nebivolol"	"(R,S,S,S)-nebivolol"
"CHEBI:73855"	"Gly-Ala"	"glycyl-L-alanine"
"CHEBI:74274"	"dextromoramide"	"(3S)-3-methyl-4-(morpholin-4-yl)-2,2-diphenyl-1-(pyrrolidin-1-yl)butan-1-one"
"CHEBI:77796"	"1-(2,4-difluorophenyl)-6-fluoro-7-(3-methylpiperazin-1-yl)-4-oxo-1,4-dihydroquinoline-3-carboxylic acid"	"1-(2,4-difluorophenyl)-6-fluoro-7-(3-methylpiperazin-1-yl)-4-oxo-1,4-dihydroquinoline-3-carboxylic acid"
"CHEBI:31403"	"cinnarizine"	"1-(diphenylmethyl)-4-[(2E)-3-phenylprop-2-en-1-yl]piperazine"
"CHEBI:50129"	"2-hydroxyisobutyric acid"	"2-Hydroxyisobutyric acid"
"CHEBI:50129"	"2-hydroxyisobutyric acid"	"2-hydroxy-2-methylpropanoic acid"
"CHEBI:75918"	"sodium (2-amino-3-benzoylphenyl)acetate"	"sodium (2-amino-3-benzoylphenyl)acetate"
"CHEBI:62946"	"ammonium sulfate"	"diazanium sulfate"
"CHEBI:67286"	"7-deacetyl-7-benzoylepoxyazadiradione"	"(5alpha,7alpha,13alpha,14beta,15beta,17alpha)-17-(furan-3-yl)-4,4,8-trimethyl-3,16-dioxo-14,15-epoxyandrost-1-en-7-yl benzoate"
"CHEBI:68606"	"rilpivirine"	"4-{[4-({4-[(E)-2-cyanoethenyl]-2,6-dimethylphenyl}amino)pyrimidin-2-yl]amino}benzonitrile"
"CHEBI:75739"	"(+)-taxifolin 3-O-beta-D-xylopyranoside"	"(2R,3R)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-3,4-dihydro-2H-chromen-3-yl beta-D-xylopyranoside"
"CHEBI:83531"	"moclobemide"	"4-chloro-N-[2-(morpholin-4-yl)ethyl]benzamide"
"CHEBI:83602"	"1-[2-(2,4-dichlorophenyl)-2-{[4-(phenylsulfanyl)benzyl]oxy}ethyl]imidazole"	"1-[2-(2,4-dichlorophenyl)-2-{[4-(phenylsulfanyl)benzyl]oxy}ethyl]-1H-imidazole"
"CHEBI:2874"	"Asimicin"	"Asimicin"
"CHEBI:34021"	"(S)-Indenestrol A"	"(S)-Indenestrol A"
"CHEBI:5615"	"halothane"	"2-bromo-2-chloro-1,1,1-trifluoroethane"
"CHEBI:5615"	"halothane"	"Halothane"
"CHEBI:6443"	"levonorgestrel"	"Levonorgestrel"
"CHEBI:6443"	"levonorgestrel"	"17alpha-ethynyl-17beta-hydroxy-18a-homoestr-4-en-3-one"
"CHEBI:70979"	"N-isobutyrylglycine"	"N-(2-methylpropanoyl)glycine"
"CHEBI:70979"	"N-isobutyrylglycine"	"[(2-methylpropanoyl)amino]acetic acid"
"CHEBI:78496"	"mastoparan"	"L-isoleucyl-L-asparaginyl-L-leucyl-L-lysyl-L-alanyl-L-leucyl-L-alanyl-L-alanyl-L-leucyl-L-alanyl-L-lysyl-L-lysyl-L-isoleucyl-L-leucinamide"
"CHEBI:82877"	"(R)-econazole"	"1-[(2R)-2-[(4-chlorobenzyl)oxy]-2-(2,4-dichlorophenyl)ethyl]-1H-imidazole"
"CHEBI:9112"	"sennoside A"	"(9R*,9'R*)-5,5'-bis(beta-D-glucopyranosyloxy)-4,4'-dihydroxy-10,10'-dioxo-9,9',10,10'-tetrahydro-9,9'-bianthracene-2,2'-dicarboxylic acid"
"CHEBI:4858"	"estazolam"	"8-chloro-6-phenyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine"
"CHEBI:9086"	"(-)-selegiline"	"N-methyl-N-[(2R)-1-phenylpropan-2-yl]prop-2-yn-1-amine"
"CHEBI:17659"	"UDP"	"UDP"
"CHEBI:17659"	"UDP"	"uridine 5'-(trihydrogen diphosphate)"
"CHEBI:48632"	"2,7-dimethylnaphthalene"	"2,7-dimethylnaphthalene"
"CHEBI:66003"	"N-ethylharmine"	"9-ethyl-7-methoxy-1-methyl-9H-beta-carboline"
"CHEBI:74820"	"Ser-Pro"	"L-seryl-L-proline"
"CHEBI:76130"	"difenpiramide"	"2-(biphenyl-4-yl)-N-(pyridin-2-yl)acetamide"
"CHEBI:59329"	"(S)-carbinoxamine"	"2-[(S)-(4-chlorophenyl)(pyridin-2-yl)methoxy]-N,N-dimethylethanamine"
"CHEBI:60696"	"4-trifluoromethylbenzoic acid"	"4-(trifluoromethyl)benzoic acid"
"CHEBI:60819"	"diphenyl phthalate"	"diphenyl benzene-1,2-dicarboxylate"
"CHEBI:83491"	"perfluoropentanoic acid"	"nonafluoropentanoic acid"
"CHEBI:88288"	"ethyl green"	"[4-([4-(dimethylamino)phenyl]{4-[ethyl(dimethyl)azaniumyl]phenyl}methylidene)cyclohexa-2,5-dien-1-ylidene](dimethyl)ammonium bromide chloride"
"CHEBI:9163"	"Sinomenine"	"Sinomenine"
"CHEBI:5627"	"Harrisonin"	"Harrisonin"
"CHEBI:51824"	"N-(3-aminopropyl)-4-aminobutanal"	"4-[(3-aminopropyl)amino]butanal"
"CHEBI:64386"	"thiosultap monosodium"	"sodium S-[2-(dimethylamino)-3-(sulfosulfanyl)propyl] sulfurothioate"
"CHEBI:66160"	"samaderine C"	"(1R,2S,5R,5aR,7aS,10S,11S,11aS,11bR,14S)-1,10,11-trihydroxy-8,11a,14-trimethyl-7,7a,10,11,11a,11b-hexahydro-2H-2,5,5a-(methanetriyloxymethano)naphtho[1,2-d]oxepine-4,6(1H,5H)-dione"
"CHEBI:70417"	"friedelin-3,4-lactone"	"(5R,5aS,7aS,7bR,9aR,13aR,13bS,15aR,15bS)-5,5a,7b,9a,12,12,13b,15a-octamethylicosahydrochryseno[2,1-c]oxepin-3(2H)-one"
"CHEBI:89729"	"(Z)-3-Phenyl-2-propenal"	"(2Z)-3-phenylprop-2-enal"
"CHEBI:28345"	"pyridine-3-carbaldehyde"	"pyridine-3-carbaldehyde"
"CHEBI:29009"	"N(tele)-methylhistamine"	"2-(1-methyl-1H-imidazol-4-yl)ethanamine"
"CHEBI:3356"	"Canin"	"Canin"
"CHEBI:3650"	"chlorpropamide"	"CHLORPROPAMIDE"
"CHEBI:37"	"(+)-Nornicotine"	"(+)-Nornicotine"
"CHEBI:37"	"(+)-Nornicotine"	"3-(pyrrolidin-2-yl)pyridine"
"CHEBI:43966"	"melagatran"	"N-[(1R)-2-{(2S)-2-[(4-carbamimidoylbenzyl)carbamoyl]azetidin-1-yl}-1-cyclohexyl-2-oxoethyl]glycine"
"CHEBI:44032"	"indinavir"	"Indinavir"
"CHEBI:44032"	"indinavir"	"(2S)-1-[(2S,4R)-4-benzyl-2-hydroxy-5-{[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]amino}-5-oxopentyl]-N-tert-butyl-4-(pyridin-3-ylmethyl)piperazine-2-carboxamide"
"CHEBI:44032"	"indinavir"	"2-benzyl-5-[(2S)-2-(tert-butylcarbamoyl)-4-(pyridin-3-ylmethyl)piperazin-1-yl]-2,3,5-trideoxy-N-[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]-D-erythro-pentonamide"
"CHEBI:45951"	"trifluoperazine"	"Trifluoperazine"
"CHEBI:45951"	"trifluoperazine"	"10-[3-(4-methylpiperazin-1-yl)propyl]-2-(trifluoromethyl)-10H-phenothiazine"
"CHEBI:55346"	"anidulafungin"	"N-{(2R,6S,9S,11R,12R,14aS,15S,16S,20S,23S,25aS)-23-[(1S,2S)-1,2-dihydroxy-2-(4-hydroxyphenyl)ethyl]-2,11,12,15-tetrahydroxy-6,20-bis[(1R)-1-hydroxyethyl]-16-methyl-5,8,14,19,22,25-hexaoxotetracosahydro-1H-dipyrrolo[2,1-c:2',1'-l][1,4,7,10,13,16]hexaazacyclohenicosin-9-yl}-4''-(pentyloxy)-1,1':4',1''-terphenyl-4-carboxamide"
"CHEBI:5778"	"hydrochlorothiazide"	"6-chloro-3,4-dihydro-2H-1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide"
"CHEBI:5783"	"Hydrocortisone cypionate"	"Hydrocortisone cypionate"
"CHEBI:64195"	"ritanserin"	"6-(2-{4-[bis(4-fluorophenyl)methylidene]piperidin-1-yl}ethyl)-7-methyl-5H-[1,3]thiazolo[3,2-a]pyrimidin-5-one"
"CHEBI:68639"	"abiraterone acetate"	"17-(pyridin-3-yl)androsta-5,16-dien-3beta-yl acetate"
"CHEBI:73676"	"3-deoxychenodeoxycholic acid"	"(5beta,7alpha)-7-hydroxycholan-24-oic acid"
"CHEBI:7936"	"paroxetine"	"Paroxetine"
"CHEBI:7936"	"paroxetine"	"(3S,4R)-3-[(1,3-benzodioxol-5-yloxy)methyl]-4-(4-fluorophenyl)piperidine"
"CHEBI:8069"	"phenobarbital"	"5-ethyl-5-phenylpyrimidine-2,4,6(1H,3H,5H)-trione"
"CHEBI:8069"	"phenobarbital"	"Phenobarbital"
"CHEBI:8710"	"quillaic acid"	"Quillaic acid"
"CHEBI:8710"	"quillaic acid"	"(3beta,16alpha)-3,16-dihydroxy-23-oxoolean-12-en-28-oic acid"
"CHEBI:88097"	"7alpha-hydroxy-3-oxo-5beta-cholan-24-oic acid"	"7alpha-hydroxy-3-oxo-5beta-cholan-24-oic acid"
"CHEBI:16384"	"trans-5-O-caffeoyl-D-quinic acid"	"1D-[1(OH),3,4/5]-3-[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyloxy]-1,4,5-trihydroxycyclohexanecarboxylic acid"
"CHEBI:17472"	"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine N-oxide"	"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine N-oxide"
"CHEBI:17472"	"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine N-oxide"	"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine N-oxide"
"CHEBI:17472"	"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine N-oxide"	"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine 1-oxide"
"CHEBI:17864"	"taurolithocholic acid sulfate"	"2-[(24-oxo-3alpha-sulfooxy-5beta-cholan-24-yl)amino]ethanesulfonic acid"
"CHEBI:17948"	"(+)-taxifolin"	"(2R,3R)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-2,3-dihydro-4H-chromen-4-one"
"CHEBI:17948"	"(+)-taxifolin"	"(+)-Taxifolin"
"CHEBI:18089"	"N-benzoylglycine"	"N-Benzoylglycine"
"CHEBI:18089"	"N-benzoylglycine"	"N-benzoylglycine"
"CHEBI:28884"	"N-phenylacetamide"	"N-Phenylacetamide"
"CHEBI:28884"	"N-phenylacetamide"	"N-phenylacetamide"
"CHEBI:36794"	"(R)-bupropion"	"(2R)-2-(tert-butylamino)-1-(3-chlorophenyl)propan-1-one"
"CHEBI:3845"	"Compound III(S)"	"Compound III(S)"
"CHEBI:3903"	"coumaphos"	"Coumaphos"
"CHEBI:3903"	"coumaphos"	"O-(3-chloro-4-methyl-2-oxo-2H-chromen-7-yl) O,O-diethyl phosphorothioate"
"CHEBI:46645"	"isobutanol"	"2-methylpropan-1-ol"
"CHEBI:46645"	"isobutanol"	"isobutanol"
"CHEBI:53490"	"N-formyl-L-methionyl-L-leucyl-L-phenylalanine"	"N-Formyl-L-methionyl-L-leucyl-L-phenylalanine"
"CHEBI:53490"	"N-formyl-L-methionyl-L-leucyl-L-phenylalanine"	"N-formyl-L-methionyl-L-leucyl-L-phenylalanine"
"CHEBI:53560"	"(R)-gatifloxacin"	"1-cyclopropyl-6-fluoro-8-methoxy-7-[(3R)-3-methylpiperazin-1-yl]-4-oxo-1,4-dihydroquinoline-3-carboxylic acid"
"CHEBI:5959"	"irbesartan"	"Irbesartan"
"CHEBI:5959"	"irbesartan"	"2-butyl-3-{[2'-(1H-tetrazol-5-yl)[1,1'-biphenyl]-4-yl]methyl}-1,3-diazaspiro[4.4]non-1-en-4-one"
"CHEBI:5995"	"Isochlorogenic acid b"	"Isochlorogenic acid b"
"CHEBI:6031"	"isonicotinamide"	"Isonicotinamide"
"CHEBI:6031"	"isonicotinamide"	"isonicotinamide"
"CHEBI:6031"	"isonicotinamide"	"pyridine-4-carboxamide"
"CHEBI:6520"	"lomustine"	"1-(2-chloroethyl)-3-cyclohexyl-1-nitrosourea"
"CHEBI:65356"	"abacopterin C"	"(2S,7aS,9R,10S,11S,11aR,12aS)-9-(hydroxymethyl)-2-(4-methoxyphenyl)-4,6-dimethyl-1,9,10,11,11a,12a-hexahydro-2H,7aH-pyrano[2',3':2,3][1,4]dioxepino[5,6,7-de]chromene-5,10,11-triol"
"CHEBI:77321"	"1,8-dihydroxy-4-nitroxanthen-9-one"	"1,8-dihydroxy-4-nitro-9H-xanthen-9-one"
"CHEBI:77774"	"SCH-351591"	"N-(3,5-dichloro-1-oxidopyridin-4-yl)-8-methoxy-2-(trifluoromethyl)quinoline-5-carboxamide"
"CHEBI:77774"	"SCH-351591"	"Sch-351591"
"CHEBI:8240"	"piperonal"	"1,3-benzodioxole-5-carbaldehyde"
"CHEBI:8240"	"piperonal"	"Piperonal"
"CHEBI:86321"	"3-hydroxyoctanoyl-CoA"	"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-{[3-({2-[(3-hydroxyoctanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}"
"CHEBI:90701"	"potassium 2-(4-carboxylatophenyl)-4,4,5,5-tetramethylimidazoline-1-oxyl-3-oxide"	"potassium [2-(4-carboxylatophenyl)-4,4,5,5-tetramethyl-3-oxo-4,5-dihydro-1H-3lambda(5)-imidazol-1-yl]oxidanyl"
"CHEBI:15355"	"acetylcholine"	"2-acetyloxy-N,N,N-trimethylethanaminium"
"CHEBI:15355"	"acetylcholine"	"ACETYLCHOLINE"
"CHEBI:15355"	"acetylcholine"	"Acetylcholine"
"CHEBI:15355"	"acetylcholine"	"acetylcholine"
"CHEBI:16464"	"salicyl alcohol"	"2-(hydroxymethyl)phenol"
"CHEBI:16464"	"salicyl alcohol"	"Salicyl alcohol"
"CHEBI:16464"	"salicyl alcohol"	"salicyl alcohol"
"CHEBI:2268"	"7-hydroxyflavone"	"7-Hydroxyflavone"
"CHEBI:2268"	"7-hydroxyflavone"	"7-hydroxy-2-phenyl-4H-chromen-4-one"
"CHEBI:3423"	"carmustine"	"1,3-bis(2-chloroethyl)-1-nitrosourea"
"CHEBI:3423"	"carmustine"	"Carmustine"
"CHEBI:34648"	"clofibric acid"	"2-(4-chlorophenoxy)-2-methylpropanoic acid"
"CHEBI:34648"	"clofibric acid"	"Clofibric acid"
"CHEBI:34935"	"propyzamide"	"3,5-dichloro-N-(2-methylbut-3-yn-2-yl)benzamide"
"CHEBI:38817"	"phthalimide"	"1H-isoindole-1,3(2H)-dione"
"CHEBI:43088"	"N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine"	"N(5)-(N-hydroxycarbamimidoyl)-L-ornithine"
"CHEBI:43088"	"N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine"	"N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine"
"CHEBI:44658"	"okadaic acid"	"Okadaic acid"
"CHEBI:44658"	"okadaic acid"	"(2R)-2-hydroxy-3-{(2S,5R,6R,8S)-5-hydroxy-8-[(2R,3E)-4-((2R,4a'R,5R,6'S,8'R,8a'S)-8'-hydroxy-6'-{(1S,3S)-1-hydroxy-3-[(2S,3R,6S)-3-methyl-1,7-dioxaspiro[5.5]undec-2-yl]butyl}-7'-methylideneoctahydro-3H,3'H-spiro[furan-2,2'-pyrano[3,2-b]pyran]-5-yl)but-3-en-2-yl]-10-methyl-1,7-dioxaspiro[5.5]undec-10-en-2-yl}-2-methylpropanoic acid"
"CHEBI:4469"	"(S)-amphetamine"	"(2S)-1-phenylpropan-2-amine"
"CHEBI:4469"	"(S)-amphetamine"	"(S)-amphetamine"
"CHEBI:4650"	"Diprenorphine"	"Diprenorphine"
"CHEBI:48294"	"N-methylserotonin"	"3-[2-(methylamino)ethyl]-1H-indol-5-ol"
"CHEBI:48294"	"N-methylserotonin"	"N-Methylserotonin"
"CHEBI:65435"	"arisugacin A"	"(4aR,6aR,12aS,12bS)-9-(3,4-dimethoxyphenyl)-4a,12a-dihydroxy-4,4,6a,12b-tetramethyl-4a,6,6a,12,12a,12b-hexahydro-4H,11H-benzo[f]pyrano[4,3-b]chromene-1,11(5H)-dione"
"CHEBI:6605"	"lysergic acid diethylamide"	"(8R)-9,10-didehydro-N,N-diethyl-6-methylergoline-8-carboxamide"
"CHEBI:6605"	"lysergic acid diethylamide"	"Lysergic acid diethylamide"
"CHEBI:77701"	"nitromethane"	"nitromethane"
"CHEBI:83631"	"octyl gallate"	"octyl 3,4,5-trihydroxybenzoate"
"CHEBI:116735"	"benzocaine"	"ethyl 4-aminobenzoate"
"CHEBI:15940"	"nicotinic acid"	"NICOTINIC ACID"
"CHEBI:15940"	"nicotinic acid"	"Nicotinic acid"
"CHEBI:15940"	"nicotinic acid"	"nicotinic acid"
"CHEBI:15940"	"nicotinic acid"	"pyridine-3-carboxylic acid"
"CHEBI:16579"	"anisole"	"Anisole"
"CHEBI:16579"	"anisole"	"anisole"
